VTD,COURT_ORDERED,PLAN1,PLAN2,PLAN3,PLAN4,PLAN5,PLAN6,PLAN7,PLAN8,PLAN9,PLAN10
270890090,7,1,2,1,1,2,1,7,7,7,7
270890095,7,1,2,1,1,2,1,7,7,7,7
270890100,7,1,2,1,1,2,1,7,7,7,7
270890105,7,1,2,1,1,2,1,7,7,7,7
270890110,7,1,2,1,1,2,1,7,7,7,7
270890115,7,1,2,1,1,2,1,7,7,7,7
270890120,7,1,2,1,1,2,1,7,7,7,7
270890125,7,1,2,1,1,2,1,7,7,7,7
270890130,7,1,2,1,1,2,1,7,7,7,7
270890135,7,1,2,1,1,2,1,7,7,7,7
270890140,7,1,2,1,1,2,1,7,7,7,7
270890145,7,1,2,1,1,2,1,7,7,7,7
270890150,7,1,2,1,1,2,1,7,7,7,7
270890155,7,1,2,1,1,2,1,7,7,7,7
270890160,7,1,2,1,1,2,1,7,7,7,7
270890165,7,1,2,1,1,2,1,7,7,7,7
270890166,7,1,2,1,1,2,1,7,7,7,7
270890170,7,1,2,1,1,2,1,7,7,7,7
270890175,7,1,2,1,1,2,1,7,7,7,7
270890180,7,1,2,1,1,2,1,7,7,7,7
270890185,7,1,2,1,1,2,1,7,7,7,7
270890190,7,1,2,1,1,2,1,7,7,7,7
270890195,7,1,2,1,1,2,1,7,7,7,7
270890200,7,1,2,1,1,2,1,7,7,7,7
270890205,7,1,2,1,1,2,1,7,7,7,7
270890210,7,1,2,1,1,2,1,7,7,7,7
270890215,7,1,2,1,1,2,1,7,7,7,7
270890220,7,1,2,1,1,2,1,7,7,7,7
270890225,7,1,2,1,1,2,1,7,7,7,7
270890230,7,1,2,1,1,2,1,7,7,7,7
270890235,7,1,2,1,1,2,1,7,7,7,7
270890240,7,1,2,1,1,2,1,7,7,7,7
270890245,7,1,2,1,1,2,1,7,7,7,7
270890250,7,1,2,1,1,2,1,7,7,7,7
270890255,7,1,2,1,1,2,1,7,7,7,7
270890260,7,1,2,1,1,2,1,7,7,7,7
270890265,7,1,2,1,1,2,1,7,7,7,7
270890270,7,1,2,1,1,2,1,7,7,7,7
270890275,7,1,2,1,1,2,1,7,7,7,7
270890285,7,1,2,1,1,2,1,7,7,7,7
270890290,7,1,2,1,1,2,1,7,7,7,7
270890295,7,1,2,1,1,2,1,7,7,7,7
270890300,7,1,2,1,1,2,1,7,7,7,7
270910005,1,7,4,3,7,1,2,1,1,1,1
270910010,1,7,4,3,7,1,2,1,1,1,1
270910015,1,7,4,3,7,1,2,1,1,1,1
270910020,1,7,4,3,7,1,2,1,1,1,1
270910025,1,7,4,3,7,1,2,1,1,1,1
270910030,1,7,4,3,7,1,2,1,1,1,1
270910035,1,7,4,3,7,1,2,1,1,1,1
270910040,1,7,4,3,7,1,2,1,1,1,1
270910050,1,7,4,3,7,1,2,1,1,1,1
270910055,1,7,4,3,7,1,2,1,1,1,1
270910065,1,7,4,3,7,1,2,1,1,1,1
270910070,1,7,4,3,7,1,2,1,1,1,1
270910080,1,7,4,3,7,1,2,1,1,1,1
270910085,1,7,4,3,7,1,2,1,1,1,1
270910095,1,7,4,3,7,1,2,1,1,1,1
270910100,1,7,4,3,7,1,2,1,1,1,1
270910105,1,7,4,3,7,1,2,1,1,1,1
270910110,1,7,4,3,7,1,2,1,1,1,1
270910115,1,7,4,3,7,1,2,1,1,1,1
270910120,1,7,4,3,7,1,2,1,1,1,1
270910125,1,7,4,3,7,1,2,1,1,1,1
270910130,1,7,4,3,7,1,2,1,1,1,1
270910135,1,7,4,3,7,1,2,1,1,1,1
270910140,1,7,4,3,7,1,2,1,1,1,1
270910145,1,7,4,3,7,1,2,1,1,1,1
270910150,1,7,4,3,7,1,2,1,1,1,1
270910155,1,7,4,3,7,1,2,1,1,1,1
270910160,1,7,4,3,7,1,2,1,1,1,1
270910165,1,7,4,3,7,1,2,1,1,1,1
270910170,1,7,4,3,7,1,2,1,1,1,1
270910175,1,7,4,3,7,1,2,1,1,1,1
270910180,1,7,4,3,7,1,2,1,1,1,1
270910185,1,7,4,3,7,1,2,1,1,1,1
270910195,1,7,4,3,7,1,2,1,1,1,1
270910200,1,7,4,3,7,1,2,1,1,1,1
270910205,1,7,4,3,7,1,2,1,1,1,1
270910210,1,7,4,3,7,1,2,1,1,1,1
270930005,7,3,3,2,7,3,7,7,7,7,7
270930010,7,3,3,2,7,3,7,7,7,7,7
270930015,7,3,3,2,7,3,7,7,7,7,7
270930020,7,3,3,2,7,3,7,7,7,7,7
270930025,7,3,3,2,7,3,7,7,7,7,7
270930030,7,3,3,2,7,3,7,7,7,7,7
270930035,7,3,3,2,7,3,7,7,7,7,7
270930040,7,3,3,2,7,3,7,7,7,7,7
270930045,7,3,3,2,7,3,7,7,7,7,7
270930050,7,3,3,2,7,3,7,7,7,7,7
270930055,7,3,3,2,7,3,7,7,7,7,7
270930060,7,3,3,2,7,3,7,7,7,7,7
270930065,7,3,3,2,7,3,7,7,7,7,7
270930070,7,3,3,2,7,3,7,7,7,7,7
270930075,7,3,3,2,7,3,7,7,7,7,7
270930080,7,3,3,2,7,3,7,7,7,7,7
270930085,7,3,3,2,7,3,7,7,7,7,7
270930090,7,3,3,2,7,3,7,7,7,7,7
270930095,7,3,3,2,7,3,7,7,7,7,7
270930100,7,3,3,2,7,3,7,7,7,7,7
270930105,7,3,3,2,7,3,7,7,7,7,7
270930110,7,3,3,2,7,3,7,7,7,7,7
270930115,7,3,3,2,7,3,7,7,7,7,7
270930120,7,3,3,2,7,3,7,7,7,7,7
270930125,7,3,3,2,7,3,7,7,7,7,7
270930130,7,3,3,2,7,3,7,7,7,7,7
270930135,7,3,3,2,7,3,7,7,7,7,7
270930140,7,3,3,2,7,3,7,7,7,7,7
270930145,7,3,3,2,7,3,1,7,7,7,7
270930150,7,3,3,2,7,3,7,7,7,7,7
270950005,8,1,2,1,2,4,3,8,8,8,8
270950010,8,1,2,1,2,4,3,8,8,8,8
270950015,8,1,2,1,2,4,3,8,8,8,8
270950020,8,1,2,1,2,4,4,8,8,8,8
270950025,8,1,2,1,2,4,4,8,8,8,8
270950030,8,1,2,1,2,4,4,8,8,8,8
270950035,8,1,2,1,2,4,3,8,8,8,8
270950040,8,1,2,1,2,4,3,8,8,8,8
270950045,8,1,2,1,2,4,4,8,8,8,8
270950050,8,1,2,1,2,4,4,8,8,8,8
270950055,8,1,2,1,2,4,4,8,8,8,8
270950060,8,1,2,1,2,4,4,8,8,8,8
270950065,8,1,2,1,2,4,4,8,8,8,8
270950070,8,1,2,1,2,4,3,8,8,8,8
270950075,8,1,2,1,2,4,3,8,8,8,8
270950080,8,1,2,1,2,4,3,8,8,8,8
270950085,8,1,2,1,2,4,4,8,8,8,8
270950090,8,1,2,1,2,4,4,8,8,8,8
270950095,8,1,2,1,2,4,4,8,8,8,8
270950100,8,1,2,1,2,4,3,8,8,8,8
270950105,8,1,2,1,2,4,3,8,8,8,8
270950110,8,1,2,1,2,4,3,8,8,8,8
270950115,8,1,2,1,2,4,3,8,8,8,8
270950120,8,1,2,1,2,4,4,8,8,8,8
270950125,8,1,2,1,2,4,4,8,8,8,8
270970005,7,1,2,1,2,3,3,8,8,8,8
270970010,7,1,2,1,2,3,1,8,8,8,8
270970015,7,1,2,1,2,3,3,8,8,8,8
270970020,7,1,2,1,2,3,3,8,8,8,8
270970025,7,1,2,1,2,3,3,8,8,8,8
270970030,7,1,2,1,2,3,3,8,8,8,8
270970035,7,1,2,1,2,3,1,8,8,8,8
270970045,7,1,2,1,2,3,1,8,8,8,8
270970050,7,1,2,1,2,3,1,8,8,8,8
270970055,7,1,2,1,2,3,1,8,8,8,8
270970060,7,1,2,1,2,3,3,8,8,8,8
270970065,7,1,2,1,2,3,3,8,8,8,8
270970070,7,1,2,1,2,3,1,8,8,8,8
270970075,7,1,2,1,2,3,4,8,8,8,8
270970080,7,1,2,1,2,3,4,8,8,8,8
270970085,7,1,2,1,2,3,1,8,8,8,8
270970090,7,1,2,1,2,3,1,8,8,8,8
270970095,7,1,2,1,2,4,4,8,8,8,8
270970100,7,1,2,1,2,4,4,8,8,8,8
270970105,7,1,2,1,2,4,3,8,8,8,8
270970110,7,1,2,1,2,3,1,8,8,8,8
270970115,7,1,2,1,2,4,4,8,8,8,8
270970120,7,1,2,1,2,3,3,8,8,8,8
270970125,7,1,2,1,2,3,1,8,8,8,8
270970130,7,1,2,1,2,3,1,8,8,8,8
270970135,7,1,2,1,2,3,3,8,8,8,8
270970140,7,1,2,1,2,4,3,8,8,8,8
270970145,7,1,2,1,2,3,1,8,8,8,8
270970150,7,1,2,1,2,3,1,8,8,8,8
270970155,7,1,2,1,2,4,4,8,8,8,8
270970160,7,1,2,1,2,3,1,8,8,8,8
270970165,7,1,2,1,2,3,4,8,8,8,8
270970170,7,1,2,1,2,3,4,8,8,8,8
270970175,7,1,2,1,2,3,3,8,8,8,8
270970180,7,1,2,1,2,3,1,8,8,8,8
270970185,7,1,2,1,2,3,4,8,8,8,8
270970195,7,1,2,1,2,3,1,8,8,8,8
270970200,7,1,2,1,2,4,4,8,8,8,8
270970205,7,1,2,1,2,3,1,8,8,8,8
270970210,7,1,2,1,2,3,1,8,8,8,8
270970215,7,1,2,1,2,3,3,8,8,8,8
270970220,7,1,2,1,2,3,1,8,8,8,8
270970225,7,1,2,1,2,3,1,8,8,8,8
270970230,7,1,2,1,2,3,3,8,8,8,8
270970235,7,1,2,1,2,3,1,8,8,8,8
270970240,7,1,2,1,2,3,1,8,8,8,8
270970245,7,1,2,1,2,3,3,8,8,8,8
270970250,7,1,2,1,2,3,3,8,8,8,8
270990005,1,6,4,3,3,1,2,1,1,1,1
270990010,1,6,4,3,3,1,2,1,1,1,1
270990015,1,6,4,3,3,1,2,1,1,1,1
270990020,1,6,4,3,3,1,2,1,1,1,1
270990025,1,6,4,3,3,1,2,1,1,1,1
270990030,1,6,4,3,3,1,2,1,1,1,1
270990035,1,6,4,3,3,1,2,1,1,1,1
270990050,1,6,4,3,3,1,2,1,1,1,1
270990055,1,6,4,3,3,1,2,1,1,1,1
270990070,1,6,4,3,3,1,2,1,1,1,1
270990075,1,6,4,3,3,1,2,1,1,1,1
270990080,1,6,4,3,3,1,2,1,1,1,1
270990085,1,6,4,3,3,1,2,1,1,1,1
270990090,1,6,4,3,3,1,2,1,1,1,1
270990095,1,6,4,3,3,1,2,1,1,1,1
270990100,1,6,4,3,3,1,2,1,1,1,1
270990105,1,6,4,3,3,1,2,1,1,1,1
270990110,1,6,4,3,3,1,2,1,1,1,1
270990115,1,6,4,3,3,1,2,1,1,1,1
270990120,1,6,4,3,3,1,2,1,1,1,1
270990125,1,6,4,3,3,1,2,1,1,1,1
270990130,1,6,4,3,3,1,2,1,1,1,1
270990135,1,6,4,3,3,1,2,1,1,1,1
270990140,1,6,4,3,3,1,2,1,1,1,1
270990145,1,6,4,3,3,1,2,1,1,1,1
270990150,1,6,4,3,3,1,2,1,1,1,1
270990155,1,6,4,3,3,1,2,1,1,1,1
270990160,1,6,4,3,3,1,2,1,1,1,1
270990165,1,6,4,3,3,1,8,1,1,1,1
270990170,1,6,4,3,3,1,8,1,1,1,1
270990175,1,6,4,3,3,1,8,1,1,1,1
270990180,1,6,4,3,3,1,2,1,1,1,1
270990185,1,6,4,3,3,1,2,1,1,1,1
270990190,1,6,4,3,3,1,2,1,1,1,1
270990195,1,6,4,3,3,1,2,1,1,1,1
270990200,1,6,4,3,3,1,2,1,1,1,1
270990205,1,6,4,3,3,1,2,1,1,1,1
270990210,1,6,4,3,3,1,2,1,1,1,1
270990215,1,6,4,3,3,1,2,1,1,1,1
270990220,1,6,4,3,3,1,2,1,1,1,1
271010005,7,7,3,2,7,1,7,7,7,7,7
271010010,7,7,3,2,7,1,7,7,1,7,7
271010015,7,7,3,2,7,1,7,7,7,7,7
271010020,7,7,3,2,7,1,7,7,7,7,7
271010025,7,7,3,2,7,1,7,7,7,7,7
271010030,7,7,3,2,7,1,7,7,7,7,7
271010035,7,7,3,2,7,1,7,7,7,7,7
271010040,7,7,3,2,7,1,7,7,7,7,7
271010045,7,7,3,2,7,1,7,7,7,7,7
271010046,7,7,3,2,7,1,7,7,7,7,7
271010050,7,7,3,2,7,1,7,7,7,7,7
271010055,7,7,3,2,7,1,7,7,7,7,7
271010060,7,7,3,2,7,1,7,7,7,7,7
271010065,7,7,3,2,7,1,7,7,7,7,7
271010070,7,7,3,2,7,1,7,7,7,7,7
271010075,7,7,3,2,7,1,7,7,7,7,7
271010080,7,7,3,2,7,1,7,7,7,7,7
271010085,7,7,3,2,7,1,7,7,7,7,7
271010090,7,7,3,2,7,1,7,7,7,7,7
271010095,7,7,3,2,7,1,7,7,7,7,7
271010100,7,7,3,2,7,1,7,7,7,7,7
271010105,7,7,3,2,7,1,7,7,7,7,7
271010110,7,7,3,2,7,1,7,7,7,7,7
271010115,7,7,3,2,7,1,7,7,7,7,7
271010120,7,7,3,2,7,1,7,7,7,7,7
271010125,7,7,3,2,7,1,7,7,7,7,7
271010130,7,7,3,2,7,1,7,7,7,7,7
271010135,7,7,3,2,7,1,7,7,7,7,7
271010140,7,7,3,2,7,1,7,7,7,7,7
271030005,1,7,4,3,3,1,2,1,1,1,1
271030010,1,7,4,3,3,3,7,1,1,1,1
271030015,1,7,4,3,3,1,2,1,1,1,1
271030020,1,7,4,3,3,1,2,1,1,1,1
271030025,1,7,4,3,3,1,2,1,1,1,1
271030030,1,7,4,3,3,1,2,1,1,1,1
271030035,1,7,4,3,3,3,7,1,1,1,1
271030040,1,7,4,3,3,3,7,1,1,1,1
271030045,1,7,4,3,3,3,2,1,1,1,1
271030050,1,7,4,3,3,1,2,1,1,1,1
271030055,1,7,4,3,3,3,7,1,1,1,1
271030060,1,7,4,3,3,1,2,1,1,1,1
271030065,1,7,4,3,3,1,2,1,1,1,1
271030070,1,7,4,3,3,1,2,1,1,1,1
271030075,1,7,4,3,3,1,2,1,1,1,1
271030080,1,7,4,3,3,1,2,1,1,1,1
271030085,1,7,4,3,3,1,2,1,1,1,1
271030090,1,7,4,3,3,1,2,1,1,1,1
271030095,1,7,4,3,3,1,2,1,1,1,1
271030100,1,7,4,3,3,1,2,1,1,1,1
271030110,1,7,4,3,3,1,2,1,1,1,1
271030115,1,7,4,3,3,3,7,1,1,1,1
271030120,1,7,4,3,3,1,2,1,1,1,1
271030125,1,7,4,3,3,1,2,1,1,1,1
271030130,1,7,4,3,3,1,2,1,1,1,1
271030135,1,7,4,3,3,1,2,1,1,1,1
271030140,1,7,4,3,3,1,2,1,1,1,1
271030145,1,7,4,3,3,3,7,1,1,1,1
271050005,1,7,3,3,7,1,7,1,1,1,1
271050010,1,7,3,3,7,1,7,1,1,1,1
271050015,1,7,3,3,7,1,7,1,1,1,1
271050020,1,7,3,3,7,1,7,1,1,1,1
271050025,1,7,3,3,7,1,2,1,1,1,1
271050030,1,7,3,3,7,1,7,1,1,1,1
271050035,1,7,3,3,7,1,7,1,7,1,1
271050040,1,7,3,3,7,1,7,1,1,1,1
271050045,1,7,3,3,7,1,7,1,1,1,1
271050050,1,7,3,3,7,1,7,1,1,1,1
271050055,1,7,3,3,7,1,7,1,1,1,1
271050060,1,7,3,3,7,1,2,1,1,1,1
271050065,1,7,3,3,7,1,7,1,1,1,1
271050070,1,7,3,3,7,1,7,1,1,1,1
271050075,1,7,3,3,7,1,7,1,1,1,1
271050080,1,7,3,3,7,1,7,1,1,1,1
271050085,1,7,3,3,7,1,7,1,1,1,1
271050090,1,7,3,3,7,1,7,1,1,1,1
271050095,1,7,3,3,7,1,7,1,1,1,1
271050100,1,7,3,3,7,1,2,1,1,1,1
271050105,1,7,3,3,7,1,7,1,1,1,1
271050110,1,7,3,3,7,1,7,1,1,1,1
271050115,1,7,3,3,7,1,7,1,1,1,1
271050120,1,7,3,3,7,1,7,1,1,1,1
271050125,1,7,3,3,7,1,7,1,1,1,1
271050130,1,7,3,3,7,1,7,1,1,1,1
271050135,1,7,3,3,7,1,7,1,1,1,1
271050140,1,7,3,3,7,1,7,1,1,1,1
271050145,1,7,3,3,7,1,7,1,1,1,1
271050150,1,7,3,3,7,1,7,1,1,1,1
271050155,1,7,3,3,7,1,7,1,1,1,1
271050160,1,7,3,3,7,1,7,1,1,1,1
271050165,1,7,3,3,7,1,7,1,1,1,1
271050166,1,7,3,3,7,1,7,1,1,1,1
271050170,1,7,3,3,7,1,7,1,1,1,1
271050175,1,7,3,3,7,1,7,1,1,1,1
271050180,1,7,3,3,7,1,7,1,1,1,1
271050185,1,7,3,3,7,1,7,1,1,1,1
271050186,1,7,3,3,7,1,7,1,1,1,1
271050190,1,7,3,3,7,1,7,1,1,1,1
271070005,7,1,3,1,1,2,1,7,7,7,7
271070010,7,1,3,1,1,2,1,7,7,7,7
271070015,7,1,3,1,1,2,1,7,7,7,7
271070020,7,1,3,1,1,2,1,7,7,7,7
271070025,7,1,3,1,1,2,1,7,7,7,7
271070030,7,1,3,1,1,2,1,7,7,7,7
271070035,7,1,3,1,1,2,1,7,7,7,7
271070040,7,1,3,1,1,2,1,7,7,7,7
271070045,7,1,3,1,1,2,1,7,7,7,7
271070050,7,1,3,1,1,2,1,7,7,7,7
271070055,7,1,3,1,1,2,1,7,7,7,7
271070060,7,1,3,1,1,2,1,7,7,7,7
271070065,7,1,3,1,1,2,1,7,7,7,7
271070070,7,1,3,1,1,2,1,7,7,7,7
271070075,7,1,3,1,1,2,1,7,7,7,7
271070080,7,1,3,1,1,2,1,7,7,7,7
271070085,7,1,3,1,1,2,1,7,7,7,7
271070090,7,1,3,1,1,2,1,7,7,7,7
271070095,7,1,3,1,1,2,1,7,7,7,7
271070100,7,1,3,1,1,2,1,7,7,7,7
271070105,7,1,3,1,1,2,1,7,7,7,7
271070110,7,1,3,1,1,2,1,7,7,7,7
271070115,7,1,3,1,1,2,1,7,7,7,7
271070120,7,1,3,1,1,2,1,7,7,7,7
271070125,7,1,3,1,1,2,1,7,7,7,7
271070130,7,1,3,1,1,2,1,7,7,7,7
271070135,7,1,3,1,1,2,1,7,7,7,7
271070140,7,1,3,1,1,2,1,7,7,7,7
271070145,7,1,3,1,1,2,1,7,7,7,7
271070150,7,1,3,1,1,2,1,7,7,7,7
271070155,7,1,3,1,1,2,1,7,7,7,7
271070160,7,1,3,1,1,2,1,7,7,7,7
271070165,7,1,3,1,1,2,1,7,7,7,7
271090005,1,6,4,3,3,1,8,1,1,1,1
271090010,1,6,4,3,3,1,8,1,1,1,1
271090011,1,6,4,3,3,1,8,1,1,1,1
271090012,1,6,4,3,3,1,8,1,1,1,1
271090013,1,6,4,3,3,1,8,1,1,1,1
271090015,1,6,4,3,3,1,8,1,1,1,1
271090020,1,6,4,3,3,1,8,1,1,1,1
271090025,1,6,4,3,3,1,8,1,1,1,1
271090030,1,6,4,3,3,1,8,1,1,1,1
271090035,1,6,4,3,3,1,8,1,1,1,1
271090040,1,6,4,3,3,1,8,1,1,1,1
271090045,1,6,4,3,3,1,8,1,1,1,1
271090050,1,6,4,3,3,1,8,1,1,1,1
271090055,1,6,4,3,3,1,8,1,1,1,1
271090060,1,6,4,3,3,1,8,1,1,1,1
271090065,1,6,4,3,3,1,8,1,1,1,1
271090066,1,6,4,3,3,1,8,1,1,1,1
271090070,1,6,4,3,3,1,8,1,1,1,1
271090075,1,6,4,3,3,1,8,1,1,1,1
271090080,1,6,4,3,3,1,8,1,1,1,1
271090085,1,6,4,3,3,1,8,1,1,1,1
271090088,1,6,4,3,3,1,8,1,1,1,1
271090090,1,6,4,3,3,1,8,1,1,1,1
271090095,1,6,4,3,3,1,8,1,1,1,1
271090096,1,6,4,3,3,1,8,1,1,1,1
271090098,1,6,4,3,3,1,8,1,1,1,1
271090100,1,6,4,3,3,1,8,1,1,1,1
271090102,1,6,4,3,3,1,8,1,1,1,1
271090104,1,6,4,3,3,1,8,1,1,1,1
271090106,1,6,4,3,3,1,8,1,1,1,1
271090108,1,6,4,3,3,1,8,1,1,1,1
271090110,1,6,4,3,3,1,8,1,1,1,1
271090112,1,6,4,3,3,1,8,1,1,1,1
271090114,1,6,4,3,3,1,8,1,1,1,1
271090116,1,6,4,3,3,1,8,1,1,1,1
271090118,1,6,4,3,3,1,8,1,1,1,1
271090122,1,6,4,3,3,1,8,1,1,1,1
271090124,1,6,4,3,3,1,8,1,1,1,1
271090126,1,6,4,3,3,1,8,1,1,1,1
271090128,1,6,4,3,3,1,8,1,1,1,1
271090130,1,6,4,3,3,1,8,1,1,1,1
271090132,1,6,4,3,3,1,8,1,1,1,1
271090134,1,6,4,3,3,1,8,1,1,1,1
271090136,1,6,4,3,3,1,8,1,1,1,1
271090140,1,6,4,3,3,1,8,1,1,1,1
271090142,1,6,4,3,3,1,8,1,1,1,1
271090144,1,6,4,3,3,1,8,1,1,1,1
271090146,1,6,4,3,3,1,8,1,1,1,1
271090148,1,6,4,3,3,1,8,1,1,1,1
271090150,1,6,4,3,3,1,8,1,1,1,1
271090152,1,6,4,3,3,1,8,1,1,1,1
271090154,1,6,4,3,3,1,8,1,1,1,1
271090156,1,6,4,3,3,1,8,1,1,1,1
271090158,1,6,4,3,3,1,8,1,1,1,1
271090160,1,6,4,3,3,1,8,1,1,1,1
271090162,1,6,4,3,3,1,8,1,1,1,1
271090164,1,6,4,3,3,1,8,1,1,1,1
271090166,1,6,4,3,3,1,8,1,1,1,1
271090168,1,6,4,3,3,1,8,1,1,1,1
271090170,1,6,4,3,3,1,8,1,1,1,1
271090172,1,6,4,3,3,1,8,1,1,1,1
271090174,1,6,4,3,3,1,8,1,1,1,1
271090176,1,6,4,3,3,1,8,1,1,1,1
271090178,1,6,4,3,3,1,8,1,1,1,1
271090180,1,6,4,3,3,1,8,1,1,1,1
271090182,1,6,4,3,3,1,8,1,1,1,1
271090184,1,6,4,3,3,1,8,1,1,1,1
271090186,1,6,4,3,3,1,8,1,1,1,1
271090194,1,6,4,3,3,1,8,1,1,1,1
271090196,1,6,4,3,3,1,8,1,1,1,1
271090198,1,6,4,3,3,1,8,1,1,1,1
271090200,1,6,4,3,3,1,8,1,1,1,1
271090202,1,6,4,3,3,1,8,1,1,1,1
271090204,1,6,4,3,3,1,8,1,1,1,1
271090206,1,6,4,3,3,1,8,1,1,1,1
271090208,1,6,4,3,3,1,8,1,1,1,1
271090210,1,6,4,3,3,1,8,1,1,1,1
271090211,1,6,4,3,3,1,8,1,1,1,1
271090212,1,6,4,3,3,1,8,1,1,1,1
271090213,1,6,4,3,3,1,8,1,1,1,1
271090215,1,6,4,3,3,1,8,1,1,1,1
271090220,1,6,4,3,3,1,8,1,1,1,1
271090225,1,6,4,3,3,1,8,1,1,1,1
271090230,1,6,4,3,3,1,8,1,1,1,1
271110005,7,3,3,2,1,3,7,7,7,7,7
271110010,7,3,3,2,1,2,7,7,7,7,7
271110015,7,3,3,2,1,3,7,7,7,7,7
271110020,7,3,3,2,1,3,7,7,7,7,7
271110025,7,3,3,2,1,2,7,7,7,7,7
271110030,7,3,3,2,1,2,7,7,7,7,7
271110035,7,3,3,2,1,2,7,7,7,7,7
271110040,7,3,3,2,1,3,7,7,7,7,7
271110045,7,3,3,2,1,2,1,7,7,7,7
271110050,7,3,3,2,1,2,7,7,7,7,7
271110055,7,3,3,2,1,3,7,7,7,7,7
271110060,7,3,3,2,1,3,7,7,7,7,7
271110065,7,3,3,2,1,3,7,7,7,7,7
271110070,7,3,3,2,1,2,7,7,7,7,7
271110075,7,3,3,2,1,2,1,7,7,7,7
271110080,7,3,3,2,1,3,7,7,7,7,7
271110085,7,3,3,2,1,3,7,7,7,7,7
271110090,7,3,3,2,1,2,7,7,7,7,7
271110095,7,3,3,2,1,2,1,7,7,7,7
271110100,7,3,3,2,1,2,1,7,7,7,7
271110105,7,3,3,2,1,2,7,7,7,7,7
271110110,7,3,3,2,1,2,7,7,7,7,7
271110115,7,3,3,2,1,2,7,7,7,7,7
271110120,7,3,3,2,1,3,7,7,7,7,7
271110125,7,3,3,2,1,3,1,7,7,7,7
271110130,7,3,3,2,1,2,7,7,7,7,7
271110135,7,3,3,2,1,3,7,7,7,7,7
271110140,7,3,3,2,1,2,7,7,7,7,7
271110145,7,3,3,2,1,2,7,7,7,7,7
271110150,7,3,3,2,1,3,7,7,7,7,7
271110155,7,3,3,2,1,2,7,7,7,7,7
271110160,7,3,3,2,1,2,7,7,7,7,7
271110165,7,3,3,2,1,3,7,7,7,7,7
271110170,7,3,3,2,1,3,7,7,7,7,7
271110175,7,3,3,2,1,3,7,7,7,7,7
271110180,7,3,3,2,1,3,7,7,7,7,7
271110185,7,3,3,2,1,3,7,7,7,7,7
271110186,7,3,3,2,1,3,7,7,7,7,7
271110190,7,3,3,2,1,3,7,7,7,7,7
271110195,7,3,3,2,1,3,7,7,7,7,7
271110200,7,3,3,2,1,3,7,7,7,7,7
271110205,7,3,3,2,1,3,7,7,7,7,7
271110210,7,3,3,2,1,3,7,7,7,7,7
271110215,7,3,3,2,1,3,7,7,7,7,7
271110220,7,3,3,2,1,2,7,7,7,7,7
271110225,7,3,3,2,1,3,7,7,7,7,7
271110230,7,3,3,2,1,2,1,7,7,7,7
271110235,7,3,3,2,1,3,7,7,7,7,7
271110240,7,3,3,2,1,3,7,7,7,7,7
271110245,7,3,3,2,1,2,7,7,7,7,7
271110250,7,3,3,2,1,2,1,7,7,7,7
271110255,7,3,3,2,1,3,7,7,7,7,7
271110260,7,3,3,2,1,2,7,7,7,7,7
271110265,7,3,3,2,1,3,7,7,7,7,7
271110270,7,3,3,2,1,2,7,7,7,7,7
271110275,7,3,3,2,1,2,7,7,7,7,7
271110280,7,3,3,2,1,2,7,7,7,7,7
271110285,7,3,3,2,1,2,1,7,7,7,7
271110290,7,3,3,2,1,2,1,7,7,7,7
271110295,7,3,3,2,1,3,7,7,7,7,7
271110300,7,3,3,2,1,2,7,7,7,7,7
271110305,7,3,3,2,1,3,7,7,7,7,7
271110310,7,3,3,2,1,3,7,7,7,7,7
271110315,7,3,3,2,1,2,7,7,7,7,7
271110320,7,3,3,2,1,2,7,7,7,7,7
271110325,7,3,3,2,1,2,7,7,7,7,7
271110330,7,3,3,2,1,2,1,7,7,7,7
271110335,7,3,3,2,1,2,1,7,7,7,7
271110340,7,3,3,2,1,3,7,7,7,7,7
271110345,7,3,3,2,1,3,7,7,7,7,7
271110350,7,3,3,2,1,2,7,7,7,7,7
271110355,7,3,3,2,1,2,7,7,7,7,7
271110360,7,3,3,2,1,2,1,7,7,7,7
271110365,7,3,3,2,1,2,1,7,7,7,7
271110370,7,3,3,2,1,2,1,7,7,7,7
271110375,7,3,3,2,1,2,1,7,7,7,7
271110380,7,3,3,2,1,2,7,7,7,7,7
271110385,7,3,3,2,1,2,1,7,7,7,7
271110390,7,3,3,2,1,3,7,7,7,7,7
271110395,7,3,3,2,1,2,7,7,7,7,7
271110400,7,3,3,2,1,2,7,7,7,7,7
271110405,7,3,3,2,1,3,7,7,7,7,7
271110410,7,3,3,2,1,3,7,7,7,7,7
271110415,7,3,3,2,1,2,7,7,7,7,7
271110420,7,3,3,2,1,3,7,7,7,7,7
271110425,7,3,3,2,1,3,7,7,7,7,7
271110430,7,3,3,2,1,3,7,7,7,7,7
271110435,7,3,3,2,1,2,7,7,7,7,7
271110440,7,3,3,2,1,3,7,7,7,7,7
271110445,7,3,3,2,1,2,7,7,8,8,7
271110450,7,3,3,2,1,3,7,7,7,7,7
271110455,7,3,3,2,1,3,7,7,7,7,7
271130005,7,1,3,1,1,2,1,7,7,7,7
271130010,7,1,3,1,1,2,1,7,7,7,7
271130015,7,1,3,1,1,2,1,7,7,7,7
271130020,7,1,3,1,1,2,1,7,7,7,7
271130025,7,1,3,1,1,2,1,7,7,7,7
271130030,7,1,3,1,1,2,1,7,7,7,7
