CNTY_WARD,Governor_CONG,Hunter_CONG,Congressmen_CONG,Congressmen_Alt_CONG,Mathematicians_CONG,PMC_CONG
CHIPPEWA|73875|2,7,3,7,3,3,7
CHIPPEWA|76625|1,7,7,7,7,7,7
CHIPPEWA|76625|2,7,7,7,7,7,7
CHIPPEWA|76625|3,7,7,7,7,7,7
CHIPPEWA|76625|4,7,7,7,7,7,7
CHIPPEWA|76625|6,7,7,7,7,7,7
CHIPPEWA|76625|7,7,7,7,7,7,7
CHIPPEWA|79875|1,7,7,7,7,7,7
CHIPPEWA|79875|2,7,7,7,7,7,7
CHIPPEWA|79875|3,7,7,7,7,7,7
CHIPPEWA|86537|1,3,3,7,3,3,7
CHIPPEWA|86537|2,3,3,7,3,3,7
CHIPPEWA|86537|3,3,3,7,3,3,7
CHIPPEWA|88875|1,7,7,7,7,7,7
CHIPPEWA|88875|2,7,7,7,7,7,7
CLARK|100|2,7,7,3,7,7,7
CLARK|100|3,7,7,3,7,7,7
CLARK|100|4,7,7,3,7,7,7
CLARK|100|5,7,7,3,7,7,7
CLARK|100|7,7,7,3,7,7,7
CLARK|5750|1,7,7,3,7,7,7
CLARK|11425|1,7,7,3,7,7,7
CLARK|16150|2,7,7,3,7,7,7
CLARK|16150|3,7,7,3,7,7,7
CLARK|16150|4,7,7,3,7,7,7
CLARK|16175|1,7,7,3,7,7,7
CLARK|16175|2,7,7,3,7,7,7
CLARK|16175|3,7,7,3,7,7,7
CLARK|18125|1,7,7,3,7,7,7
CLARK|20025|1,7,7,3,7,7,7
CLARK|20450|1,7,7,3,7,7,7
CLARK|22250|1,7,7,3,7,7,7
CLARK|22250|2,7,7,3,7,7,7
CLARK|26775|1,7,7,3,7,7,7
CLARK|27775|1,7,7,3,7,7,7
CLARK|27775|2,7,7,3,7,7,7
CLARK|30275|1,7,7,3,7,7,7
CLARK|30275|2,7,7,3,7,7,7
CLARK|30425|1,7,7,3,7,7,7
CLARK|31275|1,7,7,3,7,7,7
CLARK|31275|2,7,7,3,7,7,7
CLARK|31575|1,7,7,3,7,7,7
CLARK|31575|2,7,7,3,7,7,7
CLARK|33900|1,7,7,3,7,7,7
CLARK|34200|1,7,7,3,7,7,7
CLARK|34200|2,7,7,3,7,7,7
CLARK|35050|1,7,7,3,7,7,7
CLARK|35050|2,7,7,3,7,7,7
CLARK|35125|1,7,7,3,7,7,7
CLARK|35125|2,7,7,3,7,7,7
CLARK|43700|1,7,7,3,7,7,7
CLARK|43700|2,7,7,3,7,7,7
CLARK|45700|1,7,7,3,7,7,7
CLARK|45700|2,7,7,3,7,7,7
CLARK|46075|1,7,7,3,7,7,7
CLARK|46075|2,7,7,3,7,7,7
CLARK|46100|1,7,7,3,7,7,7
CLARK|46100|2,7,7,3,7,7,7
CLARK|46625|1,7,7,3,7,7,7
CLARK|46625|2,7,7,3,7,7,7
CLARK|50175|1,7,7,3,7,7,7
CLARK|50175|2,7,7,3,7,7,7
CLARK|50275|1,7,7,3,7,7,7
CLARK|51125|1,7,7,3,7,7,7
CLARK|55800|1,7,7,3,7,7,7
CLARK|55800|2,7,7,3,7,7,7
CLARK|55800|3,7,7,3,7,7,7
CLARK|55800|4,7,7,3,7,7,7
CLARK|55800|5,7,7,3,7,7,7
CLARK|60825|1,7,7,3,7,7,7
CLARK|60825|2,7,7,3,7,7,7
CLARK|60825|3,7,7,3,7,7,7
CLARK|63000|1,7,7,3,7,7,7
CLARK|63000|2,7,7,3,7,7,7
CLARK|67025|1,7,7,3,7,7,7
CLARK|67025|2,7,7,3,7,7,7
CLARK|72450|1,7,7,3,7,7,7
CLARK|73350|1,7,7,3,7,7,7
CLARK|73350|2,7,7,3,7,7,7
CLARK|73550|1,7,7,3,7,7,7
CLARK|76625|5,7,7,3,7,7,7
CLARK|76625|8,7,7,3,7,7,7
CLARK|79625|1,7,7,3,7,7,7
CLARK|79625|2,7,7,3,7,7,7
CLARK|79625|3,7,7,3,7,7,7
CLARK|79625|4,7,7,3,7,7,7
CLARK|79650|1,7,7,3,7,7,7
CLARK|81825|1,7,7,3,7,7,7
CLARK|81850|2,7,7,3,7,7,7
CLARK|83350|1,7,7,3,7,7,7
CLARK|83350|2,7,7,3,7,7,7
CLARK|83575|1,7,7,3,7,7,7
CLARK|85925|1,7,7,3,7,7,7
CLARK|85925|2,7,7,3,7,7,7
CLARK|88275|1,7,7,3,7,7,7
CLARK|88300|1,7,7,3,7,7,7
CLARK|89125|1,7,7,3,7,7,7
CLARK|89425|1,7,7,3,7,7,7
CLARK|89425|2,7,7,3,7,7,7
COLUMBIA|2800|1,6,6,6,6,6,3
COLUMBIA|2825|1,6,6,6,6,6,3
COLUMBIA|11900|1,6,6,6,6,6,3
COLUMBIA|11900|2,6,6,6,6,6,3
COLUMBIA|12200|1,6,6,6,6,6,3
COLUMBIA|16450|1,6,6,5,5,6,3
COLUMBIA|16450|2,6,6,5,5,6,3
COLUMBIA|16450|3,6,6,5,5,6,3
COLUMBIA|16450|4,6,6,5,5,6,3
COLUMBIA|16450|5,6,6,5,5,6,3
COLUMBIA|16450|6,6,6,5,5,6,3
COLUMBIA|16450|7,6,6,5,5,6,3
COLUMBIA|16450|8,6,6,5,5,6,3
COLUMBIA|16450|10,6,6,5,5,6,3
COLUMBIA|16475|1,6,6,5,5,6,3
COLUMBIA|17325|1,6,6,6,6,6,3
COLUMBIA|19375|1,6,6,6,6,6,3
COLUMBIA|19375|2,6,6,6,6,6,3
COLUMBIA|19375|3,6,6,6,6,6,3
COLUMBIA|20775|1,6,6,6,6,6,3
COLUMBIA|25150|1,6,6,6,6,6,3
COLUMBIA|25150|2,6,6,6,6,6,3
COLUMBIA|26725|1,6,6,6,6,6,3
COLUMBIA|26875|1,6,6,6,6,6,3
COLUMBIA|26875|2,6,6,6,6,6,3
COLUMBIA|28000|1,6,6,6,6,6,3
COLUMBIA|32375|1,6,6,6,6,6,3
COLUMBIA|43125|1,6,6,6,6,6,3
COLUMBIA|43125|2,6,6,6,6,6,3
COLUMBIA|43775|1,6,6,6,6,6,3
COLUMBIA|43775|2,6,6,6,6,6,3
COLUMBIA|45350|1,6,6,6,6,6,3
COLUMBIA|45350|2,6,6,6,6,6,3
COLUMBIA|45350|3,6,6,6,6,6,3
COLUMBIA|45350|4,6,6,6,6,6,3
COLUMBIA|45350|5,6,6,6,6,6,3
COLUMBIA|45350|6,6,6,6,6,6,3
COLUMBIA|45375|1,6,6,6,6,6,3
COLUMBIA|45375|2,6,6,6,6,6,3
COLUMBIA|45375|3,6,6,6,6,6,3
COLUMBIA|45375|4,6,6,6,6,6,3
COLUMBIA|45375|5,6,6,6,6,6,3
COLUMBIA|46050|1,6,6,6,6,6,3
COLUMBIA|46050|2,6,6,6,6,6,3
COLUMBIA|49150|1,6,6,6,6,6,3
COLUMBIA|49150|2,6,6,6,6,6,3
COLUMBIA|57025|1,6,6,6,6,6,3
COLUMBIA|60687|1,6,6,6,6,6,3
COLUMBIA|60925|1,6,6,6,6,6,3
COLUMBIA|60925|2,6,6,6,6,6,3
COLUMBIA|60925|3,6,6,6,6,6,3
COLUMBIA|60925|4,6,6,6,6,6,3
COLUMBIA|61100|1,6,6,6,6,6,3
COLUMBIA|61100|2,6,6,6,6,6,3
COLUMBIA|61100|3,6,6,6,6,6,3
COLUMBIA|64100|1,6,6,6,6,6,3
COLUMBIA|64100|2,6,6,6,6,6,3
COLUMBIA|64100|3,6,6,6,6,6,3
COLUMBIA|64100|4,6,6,6,6,6,3
COLUMBIA|64100|5,6,6,6,6,6,3
COLUMBIA|64100|6,6,6,6,6,6,3
COLUMBIA|64100|7,6,6,6,6,6,3
COLUMBIA|64100|8,6,6,6,6,6,3
COLUMBIA|64100|9,6,6,6,6,6,3
COLUMBIA|64100|10,6,6,6,6,6,3
COLUMBIA|64100|11,6,6,6,6,6,3
COLUMBIA|64900|1,6,6,6,6,6,3
COLUMBIA|64900|2,6,6,6,6,6,3
COLUMBIA|64900|3,6,6,6,6,6,3
COLUMBIA|64900|4,6,6,6,6,6,3
COLUMBIA|66150|3,6,6,6,6,6,3
COLUMBIA|66175|1,6,6,6,6,6,3
COLUMBIA|68100|1,6,6,6,6,6,3
COLUMBIA|68100|2,6,6,6,6,6,3
COLUMBIA|72250|1,6,6,6,6,6,3
COLUMBIA|76225|1,6,6,6,6,6,3
COLUMBIA|76225|2,6,6,6,6,6,3
COLUMBIA|86100|1,6,6,6,6,6,3
COLUMBIA|86100|2,6,6,6,6,6,3
COLUMBIA|86100|3,6,6,6,6,6,3
COLUMBIA|88150|1,6,6,6,6,6,3
COLUMBIA|88150|2,6,6,6,6,6,3
COLUMBIA|88150|3,6,6,6,6,6,3
COLUMBIA|88150|6,6,6,6,6,6,3
COLUMBIA|88150|11,6,6,6,6,6,3
COLUMBIA|88150|12,6,6,6,6,6,3
COLUMBIA|89300|1,6,6,6,6,6,3
COLUMBIA|89325|1,6,6,6,6,6,3
COLUMBIA|89325|2,6,6,6,6,6,3
CRAWFORD|6225|1,3,3,3,3,3,3
CRAWFORD|9550|1,3,3,3,3,3,3
CRAWFORD|15075|1,3,3,3,3,3,3
CRAWFORD|15075|2,3,3,3,3,3,3
CRAWFORD|15075|3,3,3,3,3,3,3
CRAWFORD|19850|2,3,3,3,3,3,3
CRAWFORD|21900|1,3,3,3,3,3,3
CRAWFORD|21925|1,3,3,3,3,3,3
CRAWFORD|21925|2,3,3,3,3,3,3
CRAWFORD|25725|1,3,3,3,3,3,3
CRAWFORD|27700|1,3,3,3,3,3,3
CRAWFORD|28450|1,3,3,3,3,3,3
CRAWFORD|32500|1,3,3,3,3,3,3
CRAWFORD|46675|1,3,3,3,3,3,3
CRAWFORD|49275|1,3,3,3,3,3,3
CRAWFORD|54900|1,3,3,3,3,3,3
CRAWFORD|65050|1,3,3,3,3,3,3
CRAWFORD|65050|2,3,3,3,3,3,3
CRAWFORD|65050|3,3,3,3,3,3,3
CRAWFORD|65050|4,3,3,3,3,3,3
CRAWFORD|65050|5,3,3,3,3,3,3
CRAWFORD|65050|6,3,3,3,3,3,3
CRAWFORD|65050|7,3,3,3,3,3,3
CRAWFORD|65075|1,3,3,3,3,3,3
CRAWFORD|65075|2,3,3,3,3,3,3
CRAWFORD|72275|1,3,3,3,3,3,3
CRAWFORD|72500|1,3,3,3,3,3,3
CRAWFORD|74550|1,3,3,3,3,3,3
CRAWFORD|77175|1,3,3,3,3,3,3
CRAWFORD|82100|1,3,3,3,3,3,3
CRAWFORD|84725|1,3,3,3,3,3,3
CRAWFORD|84750|1,3,3,3,3,3,3
CRAWFORD|84750|2,3,3,3,3,3,3
DANE|875|1,2,2,2,2,2,1
DANE|875|2,2,2,2,2,2,1
DANE|6300|1,2,2,2,2,2,2
DANE|6300|2,2,2,2,2,2,2
DANE|7025|1,2,2,2,2,2,2
DANE|7025|2,2,2,2,2,2,2
DANE|7800|1,2,2,2,2,2,2
DANE|7800|2,2,2,2,2,2,2
DANE|7825|1,2,2,2,2,2,2
DANE|8350|1,2,2,2,2,2,2
DANE|8350|2,2,2,2,2,2,2
DANE|8350|3,2,2,2,2,2,2
DANE|8350|9,2,2,2,2,2,2
DANE|8475|1,2,2,2,2,2,2
DANE|8500|1,2,2,2,2,2,2
DANE|9775|1,2,2,2,2,2,2
DANE|9775|2,2,2,2,2,2,2
DANE|9775|3,2,2,2,2,2,2
DANE|9775|4,2,2,2,2,2,2
DANE|10075|1,2,2,2,2,2,3
DANE|10075|3,2,2,2,2,2,3
DANE|11150|1,2,2,2,2,2,2
DANE|11150|2,2,2,2,2,2,2
DANE|11150|3,2,2,2,2,2,2
DANE|11150|4,2,2,2,2,2,2
DANE|11150|13,2,2,2,2,2,2
DANE|11150|23,2,2,2,2,2,2
DANE|11150|24,2,2,2,2,2,2
DANE|11150|25,2,2,2,2,2,2
DANE|11150|145,2,2,2,2,2,2
DANE|12225|2,2,2,2,2,2,2
DANE|12225|3,2,2,2,2,2,2
DANE|14650|1,2,2,2,2,2,2
DANE|14650|2,2,2,2,2,2,2
DANE|14650|3,2,2,2,2,2,2
DANE|17175|1,2,2,2,2,2,2
DANE|17175|2,2,2,2,2,2,2
DANE|17175|3,2,2,2,2,2,2
DANE|17175|4,2,2,2,2,2,2
DANE|17175|5,2,2,2,2,2,2
DANE|17175|6,2,2,2,2,2,2
DANE|17175|7,2,2,2,2,2,2
DANE|17175|8,2,2,2,2,2,2
DANE|17175|9,2,2,2,2,2,2
DANE|17175|10,2,2,2,2,2,2
DANE|17175|11,2,2,2,2,2,2
DANE|17175|12,2,2,2,2,2,2
DANE|17175|13,2,2,2,2,2,2
DANE|17200|1,2,2,2,2,2,2
DANE|17200|2,2,2,2,2,2,2
DANE|17200|3,2,2,2,2,2,2
DANE|17200|4,2,2,2,2,2,2
DANE|17200|5,2,2,2,2,2,2
DANE|17200|6,2,2,2,2,2,2
DANE|17200|7,2,2,2,2,2,2
DANE|17200|9,2,2,2,2,2,2
DANE|17775|1,2,2,2,2,2,2
DANE|17775|2,2,2,2,2,2,2
DANE|17775|3,2,2,2,2,2,2
DANE|17775|4,2,2,2,2,2,2
DANE|17775|5,2,2,2,2,2,2
DANE|17775|6,2,2,2,2,2,2
DANE|17800|1,2,2,2,2,2,2
DANE|17800|2,2,2,2,2,2,2
DANE|17800|3,2,2,2,2,2,2
DANE|17800|4,2,2,2,2,2,2
DANE|18700|1,2,2,2,2,2,2
DANE|18725|1,2,2,2,2,2,2
DANE|19250|1,2,2,2,2,2,2
DANE|19250|2,2,2,2,2,2,2
DANE|19250|3,2,2,2,2,2,2
DANE|19275|1,2,2,2,2,2,2
DANE|19275|2,2,2,2,2,2,2
DANE|19350|1,2,2,2,2,2,2
DANE|19350|2,2,2,2,2,2,2
DANE|19350|3,2,2,2,2,2,2
DANE|19350|4,2,2,2,2,2,2
DANE|19350|5,2,2,2,2,2,2
DANE|19350|6,2,2,2,2,2,2
DANE|19350|7,2,2,2,2,2,2
DANE|19350|8,2,2,2,2,2,2
DANE|19350|9,2,2,2,2,2,2
DANE|19350|10,2,2,2,2,2,2
DANE|19350|11,2,2,2,2,2,2
DANE|19350|12,2,2,2,2,2,2
DANE|19350|13,2,2,2,2,2,2
DANE|19350|14,2,2,2,2,2,2
DANE|19350|15,2,2,2,2,2,2
DANE|19350|16,2,2,2,2,2,2
DANE|19350|17,2,2,2,2,2,2
DANE|19350|18,2,2,2,2,2,2
DANE|19350|19,2,2,2,2,2,2
DANE|19350|20,2,2,2,2,2,2
DANE|19350|21,2,2,2,2,2,2
DANE|19350|22,2,2,2,2,2,2
DANE|21100|1,2,2,2,2,2,2
DANE|21100|2,2,2,2,2,2,2
DANE|21100|3,2,2,2,2,2,2
DANE|21100|4,2,2,2,2,2,2
DANE|21100|5,2,2,2,2,2,2
DANE|21100|6,2,2,2,2,2,2
DANE|21100|15,2,2,2,2,2,2
DANE|21125|1,2,2,2,2,2,2
DANE|21125|2,2,2,2,2,2,2
DANE|21125|3,2,2,2,2,2,2
DANE|21125|4,2,2,2,2,2,2
DANE|21125|5,2,2,2,2,2,2
DANE|21125|6,2,2,2,2,2,2
DANE|21125|7,2,2,2,2,2,2
DANE|21125|16,2,2,2,2,2,2
DANE|22575|7,2,2,2,2,2,1
DANE|25950|1,2,2,2,2,2,2
DANE|25950|2,2,2,2,2,2,2
DANE|25950|3,2,2,2,2,2,2
DANE|25950|4,2,2,2,2,2,2
DANE|25950|5,2,2,2,2,2,2
DANE|25950|6,2,2,2,2,2,2
DANE|25950|7,2,2,2,2,2,2
DANE|25950|8,2,2,2,2,2,2
DANE|25950|9,2,2,2,2,2,2
DANE|25950|10,2,2,2,2,2,2
DANE|25950|11,2,2,2,2,2,2
DANE|25950|12,2,2,2,2,2,2
DANE|25950|13,2,2,2,2,2,2
DANE|25950|14,2,2,2,2,2,2
DANE|25950|15,2,2,2,2,2,2
DANE|25950|16,2,2,2,2,2,2
DANE|25950|17,2,2,2,2,2,2
DANE|25950|18,2,2,2,2,2,2
DANE|25950|19,2,2,2,2,2,2
DANE|25950|20,2,2,2,2,2,2
DANE|46850|1,2,2,2,2,2,2
DANE|46850|2,2,2,2,2,2,2
DANE|46850|3,2,2,2,2,2,2
DANE|46850|4,2,2,2,2,2,2
DANE|46850|5,2,2,2,2,2,2
DANE|46850|6,2,2,2,2,2,2
DANE|46850|7,2,2,2,2,2,2
DANE|46850|8,2,2,2,2,2,2
DANE|46850|9,2,2,2,2,2,2
DANE|46850|10,2,2,2,2,2,2
DANE|46850|11,2,2,2,2,2,2
DANE|46850|12,2,2,2,2,2,2
DANE|46850|13,2,2,2,2,2,2
DANE|46850|14,2,2,2,2,2,2
DANE|48000|1,2,2,2,2,2,2
DANE|48000|2,2,2,2,2,2,2
DANE|48000|3,2,2,2,2,2,2
DANE|48000|4,2,2,2,2,2,2
DANE|48000|5,2,2,2,2,2,2
DANE|48000|6,2,2,2,2,2,2
DANE|48000|7,2,2,2,2,2,2
DANE|48000|8,2,2,2,2,2,2
DANE|48000|9,2,2,2,2,2,2
DANE|48000|10,2,2,2,2,2,2
DANE|48000|11,2,2,2,2,2,2
DANE|48000|12,2,2,2,2,2,2
DANE|48000|13,2,2,2,2,2,2
DANE|48000|14,2,2,2,2,2,2
DANE|48000|15,2,2,2,2,2,2
DANE|48000|16,2,2,2,2,2,2
DANE|48000|17,2,2,2,2,2,2
DANE|48000|18,2,2,2,2,2,2
DANE|48000|19,2,2,2,2,2,2
DANE|48000|20,2,2,2,2,2,2
DANE|48000|21,2,2,2,2,2,2
DANE|48000|22,2,2,2,2,2,2
DANE|48000|23,2,2,2,2,2,2
DANE|48000|24,2,2,2,2,2,2
DANE|48000|25,2,2,2,2,2,2
DANE|48000|26,2,2,2,2,2,2
DANE|48000|27,2,2,2,2,2,2
DANE|48000|28,2,2,2,2,2,2
DANE|48000|29,2,2,2,2,2,2
DANE|48000|30,2,2,2,2,2,2
DANE|48000|31,2,2,2,2,2,2
DANE|48000|32,2,2,2,2,2,2
DANE|48000|33,2,2,2,2,2,2
DANE|48000|34,2,2,2,2,2,2
DANE|48000|35,2,2,2,2,2,2
DANE|48000|36,2,2,2,2,2,2
DANE|48000|37,2,2,2,2,2,2
DANE|48000|38,2,2,2,2,2,2
DANE|48000|39,2,2,2,2,2,2
DANE|48000|40,2,2,2,2,2,2
DANE|48000|41,2,2,2,2,2,2
DANE|48000|42,2,2,2,2,2,2
DANE|48000|43,2,2,2,2,2,2
DANE|48000|44,2,2,2,2,2,2
DANE|48000|45,2,2,2,2,2,2
DANE|48000|46,2,2,2,2,2,2
DANE|48000|47,2,2,2,2,2,2
DANE|48000|48,2,2,2,2,2,2
DANE|48000|49,2,2,2,2,2,2
DANE|48000|50,2,2,2,2,2,2
DANE|48000|51,2,2,2,2,2,2
DANE|48000|52,2,2,2,2,2,2
DANE|48000|53,2,2,2,2,2,2
DANE|48000|54,2,2,2,2,2,2
DANE|48000|55,2,2,2,2,2,2
DANE|48000|56,2,2,2,2,2,2
DANE|48000|57,2,2,2,2,2,2
DANE|48000|58,2,2,2,2,2,2
DANE|48000|59,2,2,2,2,2,2
DANE|48000|60,2,2,2,2,2,2
DANE|48000|61,2,2,2,2,2,2
DANE|48000|62,2,2,2,2,2,2
DANE|48000|63,2,2,2,2,2,2
DANE|48000|64,2,2,2,2,2,2
DANE|48000|65,2,2,2,2,2,2
DANE|48000|66,2,2,2,2,2,2
DANE|48000|67,2,2,2,2,2,2
DANE|48000|68,2,2,2,2,2,2
DANE|48000|69,2,2,2,2,2,2
DANE|48000|70,2,2,2,2,2,2
DANE|48000|71,2,2,2,2,2,2
DANE|48000|72,2,2,2,2,2,2
DANE|48000|73,2,2,2,2,2,2
DANE|48000|74,2,2,2,2,2,2
DANE|48000|75,2,2,2,2,2,2
DANE|48000|76,2,2,2,2,2,2
DANE|48000|77,2,2,2,2,2,2
DANE|48000|78,2,2,2,2,2,2
DANE|48000|79,2,2,2,2,2,2
DANE|48000|80,2,2,2,2,2,2
DANE|48000|81,2,2,2,2,2,2
DANE|48000|82,2,2,2,2,2,2
DANE|48000|83,2,2,2,2,2,2
DANE|48000|84,2,2,2,2,2,2
DANE|48000|85,2,2,2,2,2,2
DANE|48000|86,2,2,2,2,2,2
DANE|48000|87,2,2,2,2,2,2
DANE|48000|88,2,2,2,2,2,2
DANE|48000|89,2,2,2,2,2,2
DANE|48000|90,2,2,2,2,2,2
DANE|48000|91,2,2,2,2,2,2
DANE|48000|92,2,2,2,2,2,2
DANE|48000|93,2,2,2,2,2,2
DANE|48000|94,2,2,2,2,2,2
DANE|48000|95,2,2,2,2,2,2
DANE|48000|96,2,2,2,2,2,2
DANE|48000|97,2,2,2,2,2,2
DANE|48000|98,2,2,2,2,2,2
DANE|48000|99,2,2,2,2,2,2
DANE|48000|100,2,2,2,2,2,2
DANE|48000|101,2,2,2,2,2,2
DANE|48000|102,2,2,2,2,2,2
DANE|48000|103,2,2,2,2,2,2
DANE|48000|104,2,2,2,2,2,2
DANE|48000|105,2,2,2,2,2,2
DANE|48000|106,2,2,2,2,2,2
DANE|48000|107,2,2,2,2,2,2
DANE|48000|108,2,2,2,2,2,2
DANE|48000|109,2,2,2,2,2,2
DANE|48000|110,2,2,2,2,2,2
DANE|48000|111,2,2,2,2,2,2
DANE|48000|112,2,2,2,2,2,2
DANE|48000|113,2,2,2,2,2,2
DANE|48000|114,2,2,2,2,2,2
DANE|48000|115,2,2,2,2,2,2
DANE|48000|116,2,2,2,2,2,2
DANE|48000|117,2,2,2,2,2,2
DANE|48000|118,2,2,2,2,2,2
DANE|48000|119,2,2,2,2,2,2
DANE|48000|120,2,2,2,2,2,2
DANE|48000|121,2,2,2,2,2,2
DANE|48000|122,2,2,2,2,2,2
DANE|48000|123,2,2,2,2,2,2
DANE|48000|124,2,2,2,2,2,2
DANE|48000|125,2,2,2,2,2,2
DANE|48000|126,2,2,2,2,2,2
DANE|48000|127,2,2,2,2,2,2
DANE|48000|128,2,2,2,2,2,2
DANE|48000|129,2,2,2,2,2,2
DANE|48000|130,2,2,2,2,2,2
DANE|48000|131,2,2,2,2,2,2
DANE|48000|132,2,2,2,2,2,2
DANE|48000|133,2,2,2,2,2,2
DANE|48000|134,2,2,2,2,2,2
DANE|48000|135,2,2,2,2,2,2
DANE|48000|136,2,2,2,2,2,2
DANE|48000|137,2,2,2,2,2,2
DANE|48000|138,2,2,2,2,2,2
DANE|48000|139,2,2,2,2,2,2
DANE|48000|140,2,2,2,2,2,2
DANE|48000|141,2,2,2,2,2,2
DANE|48000|142,2,2,2,2,2,2
DANE|48000|143,2,2,2,2,2,2
DANE|48000|144,2,2,2,2,2,2
DANE|48000|145,2,2,2,2,2,2
DANE|48000|146,2,2,2,2,2,2
DANE|48000|147,2,2,2,2,2,2
DANE|48000|148,2,2,2,2,2,2
DANE|48000|151,2,2,2,2,2,2
DANE|48025|1,2,2,2,2,2,2
DANE|48025|2,2,2,2,2,2,2
DANE|48025|3,2,2,2,2,2,2
DANE|48025|4,2,2,2,2,2,2
DANE|48025|5,2,2,2,2,2,2
DANE|48025|6,2,2,2,2,2,2
DANE|48025|7,2,2,2,2,2,2
DANE|48025|8,2,2,2,2,2,2
DANE|48025|9,2,2,2,2,2,2
DANE|48750|1,2,2,2,2,2,2
DANE|48750|2,2,2,2,2,2,2
DANE|49575|1,2,2,2,2,2,2
DANE|49575|2,2,2,2,2,2,2
DANE|49575|3,2,2,2,2,2,2
DANE|49575|4,2,2,2,2,2,2
DANE|49575|5,2,2,2,2,2,2
DANE|50225|1,2,2,2,2,2,2
DANE|50225|2,2,2,2,2,2,2
DANE|50225|3,2,2,2,2,2,2
DANE|50250|1,2,2,2,2,2,2
DANE|50250|2,2,2,2,2,2,2
DANE|50475|1,2,2,2,2,2,2
DANE|50475|2,2,2,2,2,2,2
DANE|51575|1,2,2,2,2,2,2
DANE|51575|2,2,2,2,2,2,2
DANE|51575|3,2,2,2,2,2,2
DANE|51575|4,2,2,2,2,2,2
DANE|51575|5,2,2,2,2,2,2
DANE|51575|6,2,2,2,2,2,2
DANE|51575|7,2,2,2,2,2,2
DANE|51575|8,2,2,2,2,2,2
DANE|51575|9,2,2,2,2,2,2
DANE|51575|10,2,2,2,2,2,2
DANE|51575|11,2,2,2,2,2,2
DANE|51575|12,2,2,2,2,2,2
DANE|51575|13,2,2,2,2,2,2
DANE|51575|14,2,2,2,2,2,2
DANE|51575|15,2,2,2,2,2,2
DANE|51575|16,2,2,2,2,2,2
DANE|51575|17,2,2,2,2,2,2
DANE|51575|18,2,2,2,2,2,2
DANE|51575|19,2,2,2,2,2,2
DANE|51575|20,2,2,2,2,2,2
DANE|51575|21,2,2,2,2,2,2
DANE|51575|22,2,2,2,2,2,2
DANE|51600|1,2,2,2,2,2,2
DANE|51600|2,2,2,2,2,2,2
DANE|51600|3,2,2,2,2,2,2
DANE|51600|4,2,2,2,2,2,2
DANE|51600|5,2,2,2,2,2,2
DANE|51600|6,2,2,2,2,2,2
DANE|51600|7,2,2,2,2,2,2
DANE|51600|8,2,2,2,2,2,2
DANE|51600|10,2,2,2,2,2,2
DANE|51600|106,2,2,2,2,2,2
DANE|51600|107,2,2,2,2,2,2
DANE|51600|111,2,2,2,2,2,2
DANE|51600|149,2,2,2,2,2,2
DANE|51600|150,2,2,2,2,2,2
DANE|53675|1,2,2,2,2,2,2
DANE|53675|2,2,2,2,2,2,2
DANE|53675|3,2,2,2,2,2,2
DANE|53675|4,2,2,2,2,2,2
DANE|53675|5,2,2,2,2,2,2
DANE|53675|6,2,2,2,2,2,2
DANE|53675|7,2,2,2,2,2,2
DANE|53675|8,2,2,2,2,2,2
DANE|53675|9,2,2,2,2,2,2
DANE|53675|10,2,2,2,2,2,2
DANE|54100|1,2,2,2,2,2,2
DANE|54100|2,2,2,2,2,2,2
DANE|54725|1,2,2,2,2,2,2
DANE|54725|2,2,2,2,2,2,2
DANE|54725|3,2,2,2,2,2,2
DANE|54725|4,2,2,2,2,2,2
DANE|54725|5,2,2,2,2,2,2
DANE|54725|6,2,2,2,2,2,2
DANE|54725|7,2,2,2,2,2,2
DANE|54725|8,2,2,2,2,2,2
DANE|54725|9,2,2,2,2,2,2
DANE|60200|1,2,2,2,2,2,2
DANE|60200|2,2,2,2,2,2,2
DANE|60200|3,2,2,2,2,2,2
DANE|60200|4,2,2,2,2,2,2
DANE|60200|5,2,2,2,2,2,2
DANE|60200|6,2,2,2,2,2,2
DANE|60200|7,2,2,2,2,2,2
DANE|60200|8,2,2,2,2,2,2
DANE|60200|9,2,2,2,2,2,2
DANE|60200|10,2,2,2,2,2,2
DANE|60200|11,2,2,2,2,2,2
DANE|60200|12,2,2,2,2,2,2
DANE|60200|13,2,2,2,2,2,2
DANE|60225|1,2,2,2,2,2,2
DANE|60225|2,2,2,2,2,2,2
DANE|60225|3,2,2,2,2,2,2
DANE|60225|4,2,2,2,2,2,2
DANE|62050|1,2,2,2,2,2,2
DANE|63375|1,2,2,2,2,2,2
DANE|63375|2,2,2,2,2,2,2
DANE|63375|3,2,2,2,2,2,2
DANE|63375|4,2,2,2,2,2,2
DANE|65575|1,2,2,2,2,2,2
DANE|68725|1,2,2,2,2,2,2
DANE|69850|1,2,2,2,2,2,2
DANE|69850|2,2,2,2,2,2,2
DANE|70400|1,2,2,2,2,2,2
DANE|70400|2,2,2,2,2,2,2
DANE|70400|9,2,2,2,2,2,2
DANE|73750|1,2,2,2,2,2,2
DANE|73750|2,2,2,2,2,2,2
DANE|75850|1,2,2,2,2,2,2
DANE|75850|2,2,2,2,2,2,2
DANE|75875|1,2,2,2,2,2,2
DANE|75875|2,2,2,2,2,2,2
DANE|75875|3,2,2,2,2,2,2
DANE|77675|1,2,2,2,2,2,2
