CNTY_WARD,Governor_CONG,Hunter_CONG,Congressmen_CONG,Congressmen_Alt_CONG,Mathematicians_CONG,PMC_CONG
MILWAUKEE|53000|140,4,4,4,4,4,4
MILWAUKEE|53000|141,4,4,4,4,4,4
MILWAUKEE|53000|142,4,4,4,4,4,4
MILWAUKEE|53000|143,4,4,4,4,4,4
MILWAUKEE|53000|144,4,4,4,4,4,4
MILWAUKEE|53000|145,4,4,4,4,4,4
MILWAUKEE|53000|146,4,4,4,4,4,4
MILWAUKEE|53000|147,4,4,4,4,4,4
MILWAUKEE|53000|148,4,4,4,4,4,4
MILWAUKEE|53000|149,4,4,4,4,4,4
MILWAUKEE|53000|150,4,4,4,4,4,4
MILWAUKEE|53000|151,4,4,4,4,4,4
MILWAUKEE|53000|152,4,4,4,4,4,4
MILWAUKEE|53000|153,4,4,4,4,4,4
MILWAUKEE|53000|154,4,4,4,4,4,4
MILWAUKEE|53000|155,4,4,4,4,4,4
MILWAUKEE|53000|156,4,4,4,4,4,4
MILWAUKEE|53000|157,4,4,4,4,4,4
MILWAUKEE|53000|158,4,4,4,4,4,4
MILWAUKEE|53000|159,4,4,4,4,4,4
MILWAUKEE|53000|160,4,4,4,4,4,4
MILWAUKEE|53000|161,4,4,4,4,4,4
MILWAUKEE|53000|162,4,4,4,4,4,4
MILWAUKEE|53000|163,4,4,4,4,4,4
MILWAUKEE|53000|164,4,4,4,4,4,4
MILWAUKEE|53000|165,4,4,4,4,4,4
MILWAUKEE|53000|166,4,4,4,4,4,4
MILWAUKEE|53000|167,4,4,4,4,4,4
MILWAUKEE|53000|168,4,4,4,4,4,4
MILWAUKEE|53000|169,4,4,4,4,4,4
MILWAUKEE|53000|170,4,4,4,4,4,4
MILWAUKEE|53000|171,4,4,4,4,4,4
MILWAUKEE|53000|172,4,4,4,4,4,4
MILWAUKEE|53000|173,4,4,4,4,4,4
MILWAUKEE|53000|174,4,4,4,4,4,4
MILWAUKEE|53000|175,4,4,4,4,4,4
MILWAUKEE|53000|176,4,4,4,4,4,4
MILWAUKEE|53000|177,4,4,4,4,4,4
MILWAUKEE|53000|178,4,4,4,4,4,4
MILWAUKEE|53000|179,4,4,4,4,4,4
MILWAUKEE|53000|180,4,4,4,4,4,4
MILWAUKEE|53000|181,4,4,4,4,4,4
MILWAUKEE|53000|182,4,4,4,4,4,4
MILWAUKEE|53000|183,4,4,4,4,4,4
MILWAUKEE|53000|184,4,4,4,4,4,4
MILWAUKEE|53000|185,4,4,4,4,4,4
MILWAUKEE|53000|186,4,4,4,4,4,4
MILWAUKEE|53000|187,4,4,4,4,4,4
MILWAUKEE|53000|188,4,4,4,4,4,4
MILWAUKEE|53000|189,4,4,4,4,4,4
MILWAUKEE|53000|190,4,4,4,4,4,4
MILWAUKEE|53000|191,4,4,4,4,4,4
MILWAUKEE|53000|192,4,4,4,4,4,4
MILWAUKEE|53000|193,4,4,4,4,4,4
MILWAUKEE|53000|194,4,4,4,4,4,4
MILWAUKEE|53000|195,4,4,4,4,4,4
MILWAUKEE|53000|196,4,4,4,4,4,4
MILWAUKEE|53000|197,4,4,4,4,4,4
MILWAUKEE|53000|198,4,4,4,4,4,4
MILWAUKEE|53000|199,4,4,4,4,4,4
MILWAUKEE|53000|200,4,4,4,4,4,4
MILWAUKEE|53000|201,4,4,4,4,4,4
MILWAUKEE|53000|202,4,4,4,4,4,4
MILWAUKEE|53000|203,4,4,4,4,4,4
MILWAUKEE|53000|204,4,4,4,4,4,4
MILWAUKEE|53000|205,4,4,4,4,4,4
MILWAUKEE|53000|206,4,4,4,4,4,4
MILWAUKEE|53000|207,4,4,4,4,4,4
MILWAUKEE|53000|208,4,4,4,4,4,4
MILWAUKEE|53000|209,4,4,4,4,4,4
MILWAUKEE|53000|210,4,4,4,4,4,4
MILWAUKEE|53000|211,4,4,4,4,4,4
MILWAUKEE|53000|212,4,4,4,4,4,4
MILWAUKEE|53000|213,4,4,4,4,4,4
MILWAUKEE|53000|214,4,4,4,4,4,4
MILWAUKEE|53000|215,4,4,4,4,4,4
MILWAUKEE|53000|216,4,4,4,4,4,4
MILWAUKEE|53000|217,4,4,4,4,4,4
MILWAUKEE|53000|218,4,4,4,4,4,4
MILWAUKEE|53000|219,4,4,4,4,4,4
MILWAUKEE|53000|220,4,4,4,4,4,4
MILWAUKEE|53000|221,4,4,4,4,4,4
MILWAUKEE|53000|222,4,4,4,4,4,4
MILWAUKEE|53000|223,4,4,4,4,4,4
MILWAUKEE|53000|224,4,4,4,4,4,4
MILWAUKEE|53000|225,4,4,4,4,4,4
MILWAUKEE|53000|226,4,4,4,4,4,4
MILWAUKEE|53000|227,4,4,4,4,4,4
MILWAUKEE|53000|228,4,4,4,4,4,4
MILWAUKEE|53000|229,4,4,4,4,4,4
MILWAUKEE|53000|230,4,4,4,4,4,4
MILWAUKEE|53000|231,4,4,4,4,4,4
MILWAUKEE|53000|232,4,4,4,4,4,4
MILWAUKEE|53000|233,4,4,4,4,4,4
MILWAUKEE|53000|234,4,4,4,4,4,4
MILWAUKEE|53000|235,4,4,4,4,4,4
MILWAUKEE|53000|236,4,4,4,4,4,4
MILWAUKEE|53000|237,4,4,4,4,4,4
MILWAUKEE|53000|238,4,4,4,4,4,4
MILWAUKEE|53000|239,4,4,4,4,4,4
MILWAUKEE|53000|240,4,4,4,4,4,4
MILWAUKEE|53000|241,4,4,4,4,4,1
MILWAUKEE|53000|242,4,4,4,4,1,1
MILWAUKEE|53000|243,4,4,4,4,1,1
MILWAUKEE|53000|244,4,4,4,4,1,1
MILWAUKEE|53000|245,4,4,4,4,1,1
MILWAUKEE|53000|246,4,4,4,4,1,1
MILWAUKEE|53000|247,4,4,4,4,1,1
MILWAUKEE|53000|248,4,4,4,4,1,1
MILWAUKEE|53000|249,4,4,4,4,4,4
MILWAUKEE|53000|250,4,4,4,4,4,4
MILWAUKEE|53000|251,4,4,4,4,4,4
MILWAUKEE|53000|252,4,4,4,4,4,1
MILWAUKEE|53000|253,4,4,4,4,4,4
MILWAUKEE|53000|254,4,4,4,4,4,4
MILWAUKEE|53000|255,4,4,4,4,4,4
MILWAUKEE|53000|256,4,4,4,4,4,4
MILWAUKEE|53000|257,4,4,4,4,4,4
MILWAUKEE|53000|258,4,4,4,4,4,4
MILWAUKEE|53000|259,4,4,4,4,4,4
MILWAUKEE|53000|260,4,4,4,4,4,4
MILWAUKEE|53000|261,4,4,4,4,4,4
MILWAUKEE|53000|262,4,4,4,4,4,4
MILWAUKEE|53000|263,4,4,4,4,4,4
MILWAUKEE|53000|264,4,4,4,4,4,4
MILWAUKEE|53000|265,4,4,4,4,4,4
MILWAUKEE|53000|266,4,4,4,4,4,4
MILWAUKEE|53000|267,4,4,4,4,4,4
MILWAUKEE|53000|268,4,4,4,4,4,4
MILWAUKEE|53000|269,4,4,4,4,4,4
MILWAUKEE|53000|270,4,4,4,4,4,4
MILWAUKEE|53000|271,4,4,4,4,4,4
MILWAUKEE|53000|272,4,4,4,4,4,4
MILWAUKEE|53000|273,4,4,4,4,4,4
MILWAUKEE|53000|274,4,4,4,4,4,4
MILWAUKEE|53000|275,4,4,4,4,4,4
MILWAUKEE|53000|276,4,4,4,4,4,4
MILWAUKEE|53000|277,4,4,4,4,4,4
MILWAUKEE|53000|278,4,4,4,4,4,4
MILWAUKEE|53000|279,4,4,4,4,4,4
MILWAUKEE|53000|280,4,4,4,4,4,4
MILWAUKEE|53000|281,4,4,4,4,4,4
MILWAUKEE|53000|282,4,4,4,4,4,4
MILWAUKEE|53000|283,4,4,4,4,4,4
MILWAUKEE|53000|284,4,4,4,4,4,4
MILWAUKEE|53000|285,4,4,4,4,4,4
MILWAUKEE|53000|286,4,4,4,4,4,4
MILWAUKEE|53000|287,4,4,4,4,4,4
MILWAUKEE|53000|288,4,4,4,4,4,1
MILWAUKEE|53000|289,4,4,4,4,4,1
MILWAUKEE|53000|290,4,4,4,4,4,1
MILWAUKEE|53000|291,4,4,4,4,4,1
MILWAUKEE|53000|292,4,4,4,4,4,1
MILWAUKEE|53000|293,4,4,4,4,4,1
MILWAUKEE|53000|294,4,4,4,4,1,1
MILWAUKEE|53000|295,4,4,4,4,1,1
MILWAUKEE|53000|296,4,4,4,4,1,1
MILWAUKEE|53000|297,4,4,4,4,1,1
MILWAUKEE|53000|298,4,4,4,4,1,1
MILWAUKEE|53000|299,4,4,4,4,1,1
MILWAUKEE|53000|300,4,4,4,4,1,1
MILWAUKEE|53000|301,4,4,4,4,1,1
MILWAUKEE|53000|302,4,4,4,4,1,1
MILWAUKEE|53000|303,4,4,4,4,1,1
MILWAUKEE|53000|304,4,4,4,4,1,1
MILWAUKEE|53000|305,4,4,4,4,1,1
MILWAUKEE|53000|306,4,4,4,4,1,1
MILWAUKEE|53000|307,4,4,4,4,1,1
MILWAUKEE|53000|308,4,4,4,4,1,1
MILWAUKEE|53000|309,4,4,4,4,1,1
MILWAUKEE|53000|310,4,4,4,4,1,1
MILWAUKEE|53000|311,4,4,4,4,1,1
MILWAUKEE|53000|312,4,4,4,4,1,1
MILWAUKEE|53000|313,4,4,4,4,1,1
MILWAUKEE|53000|314,4,4,4,4,1,1
MILWAUKEE|53000|315,4,4,4,4,1,1
MILWAUKEE|53000|316,4,4,4,4,1,1
MILWAUKEE|53000|317,4,4,4,4,1,1
MILWAUKEE|53000|320,4,4,4,4,4,4
MILWAUKEE|53000|321,4,4,4,4,4,4
MILWAUKEE|53000|322,4,4,4,4,4,4
MILWAUKEE|53000|323,4,4,4,4,4,4
MILWAUKEE|53000|324,4,4,4,4,4,4
MILWAUKEE|53000|325,4,4,4,4,4,1
MILWAUKEE|53000|326,4,4,4,4,4,4
MILWAUKEE|53000|327,4,4,4,4,4,4
MILWAUKEE|58800|1,1,4,1,1,1,1
MILWAUKEE|58800|2,1,4,1,1,1,1
MILWAUKEE|58800|3,1,4,1,1,1,1
MILWAUKEE|58800|4,1,4,1,1,1,1
MILWAUKEE|58800|5,1,4,1,1,1,1
MILWAUKEE|58800|6,1,4,1,1,1,1
MILWAUKEE|58800|7,1,4,1,1,1,1
MILWAUKEE|58800|8,1,4,1,1,1,1
MILWAUKEE|58800|9,1,4,1,1,1,1
MILWAUKEE|58800|10,1,4,1,1,1,1
MILWAUKEE|58800|11,1,4,1,1,1,1
MILWAUKEE|58800|12,1,4,1,1,1,1
MILWAUKEE|58800|13,1,4,1,1,1,1
MILWAUKEE|58800|14,1,4,1,1,1,1
MILWAUKEE|58800|15,1,4,1,1,1,1
MILWAUKEE|58800|16,1,4,1,1,1,1
MILWAUKEE|58800|17,1,4,1,1,1,1
MILWAUKEE|58800|18,1,4,1,1,1,1
MILWAUKEE|58800|19,1,4,1,1,1,1
MILWAUKEE|68325|1,4,4,4,4,4,4
MILWAUKEE|68325|2,4,4,4,4,4,4
MILWAUKEE|68325|3,4,4,4,4,4,4
MILWAUKEE|70650|1,1,4,4,4,1,1
MILWAUKEE|70650|2,1,4,4,4,1,1
MILWAUKEE|70650|3,1,4,4,4,1,1
MILWAUKEE|70650|4,1,4,4,4,1,1
MILWAUKEE|70650|5,1,4,4,4,1,1
MILWAUKEE|70650|6,1,4,4,4,1,1
MILWAUKEE|70650|7,1,4,4,4,1,1
MILWAUKEE|70650|8,1,4,4,4,1,1
MILWAUKEE|70650|9,1,4,4,4,1,1
MILWAUKEE|70650|10,1,4,4,4,1,1
MILWAUKEE|70650|11,1,4,4,4,1,1
MILWAUKEE|70650|12,1,4,4,4,1,1
MILWAUKEE|73725|1,4,4,4,4,4,4
MILWAUKEE|73725|2,4,4,4,4,4,4
MILWAUKEE|73725|3,4,4,4,4,4,4
MILWAUKEE|73725|4,4,4,4,4,4,4
MILWAUKEE|73725|5,4,4,4,4,4,4
MILWAUKEE|73725|6,4,4,4,4,4,4
MILWAUKEE|73725|7,4,4,4,4,4,4
MILWAUKEE|73725|8,4,4,4,4,4,4
MILWAUKEE|73725|9,4,4,4,4,4,4
MILWAUKEE|73725|10,4,4,4,4,4,4
MILWAUKEE|73725|11,4,4,4,4,4,4
MILWAUKEE|73725|12,4,4,4,4,4,4
MILWAUKEE|75125|1,1,4,4,4,1,1
MILWAUKEE|75125|2,1,4,4,4,1,1
MILWAUKEE|75125|3,1,4,4,4,1,1
MILWAUKEE|75125|4,1,4,4,4,1,1
MILWAUKEE|75125|5,1,4,4,4,1,1
MILWAUKEE|75125|6,1,4,4,4,1,1
MILWAUKEE|75125|7,1,4,4,4,1,1
MILWAUKEE|75125|8,1,4,4,4,1,1
MILWAUKEE|75125|9,1,4,4,4,1,1
MILWAUKEE|75125|10,1,4,4,4,1,1
MILWAUKEE|75125|11,1,4,4,4,1,1
MILWAUKEE|75125|12,1,4,4,4,1,1
MILWAUKEE|75125|13,1,4,4,4,1,1
MILWAUKEE|75125|14,1,4,4,4,1,1
MILWAUKEE|75125|15,1,4,4,4,1,1
MILWAUKEE|75125|16,1,4,4,4,1,1
MILWAUKEE|84675|1,4,1,4,4,4,4
MILWAUKEE|84675|2,4,1,4,4,4,4
MILWAUKEE|84675|3,4,1,4,4,4,4
MILWAUKEE|84675|4,4,1,4,4,4,4
MILWAUKEE|84675|5,4,1,4,4,4,4
MILWAUKEE|84675|6,4,1,4,4,4,4
MILWAUKEE|84675|7,4,1,4,4,4,4
MILWAUKEE|84675|8,4,1,4,4,4,4
MILWAUKEE|84675|9,4,1,5,5,4,4
MILWAUKEE|84675|10,4,1,4,4,4,4
MILWAUKEE|84675|11,4,1,4,4,4,4
MILWAUKEE|84675|12,4,1,4,4,4,4
MILWAUKEE|84675|13,4,1,4,4,4,4
MILWAUKEE|84675|14,4,1,4,4,4,4
MILWAUKEE|84675|15,4,1,4,4,4,4
MILWAUKEE|84675|16,4,1,4,4,4,4
MILWAUKEE|84675|17,4,1,4,4,4,4
MILWAUKEE|84675|18,4,1,4,4,4,4
MILWAUKEE|84675|19,4,1,5,5,4,4
MILWAUKEE|84675|20,4,1,5,5,4,4
MILWAUKEE|84675|21,4,1,5,5,4,4
MILWAUKEE|84675|22,4,1,4,4,4,4
MILWAUKEE|84675|23,4,1,4,4,4,4
MILWAUKEE|84675|24,4,1,4,4,4,4
MILWAUKEE|84675|203,4,1,4,4,4,4
MILWAUKEE|85300|1,4,1,5,5,4,4
MILWAUKEE|85300|2,4,1,5,5,4,4
MILWAUKEE|85300|3,4,1,5,5,4,4
MILWAUKEE|85300|4,4,1,5,5,4,4
MILWAUKEE|85300|5,4,1,5,5,4,4
MILWAUKEE|85300|6,4,1,5,5,4,4
MILWAUKEE|85300|7,4,1,5,5,4,4
MILWAUKEE|85300|8,4,1,5,5,4,4
MILWAUKEE|85300|9,4,1,5,5,4,4
MILWAUKEE|85300|10,4,1,5,5,4,4
MILWAUKEE|85300|11,4,1,5,5,4,4
MILWAUKEE|85300|12,5,1,5,5,4,4
MILWAUKEE|85300|13,5,1,5,5,4,4
MILWAUKEE|85300|14,4,1,5,5,4,4
MILWAUKEE|85300|15,5,1,5,5,4,4
MILWAUKEE|85300|16,5,1,5,5,4,4
MILWAUKEE|85300|17,4,1,5,5,4,4
MILWAUKEE|85300|18,4,1,5,5,4,4
MILWAUKEE|85300|19,4,1,5,5,4,4
MILWAUKEE|85300|20,4,1,5,5,4,4
MILWAUKEE|85300|21,5,1,5,5,4,4
MILWAUKEE|85300|22,5,1,5,5,4,4
MILWAUKEE|85300|23,5,1,5,5,4,4
MILWAUKEE|85300|24,5,1,5,5,4,4
MILWAUKEE|85300|25,5,1,5,5,4,4
MILWAUKEE|85875|1,4,4,4,4,4,4
MILWAUKEE|85875|2,4,4,4,4,4,4
MILWAUKEE|85875|3,4,4,4,4,4,4
MILWAUKEE|85875|4,4,4,4,4,4,4
MILWAUKEE|85875|5,4,4,4,4,4,4
MILWAUKEE|85875|6,4,4,4,4,4,4
MILWAUKEE|86700|1,4,4,4,4,4,4
MILWAUKEE|86700|2,4,4,4,4,4,4
MILWAUKEE|86700|3,4,4,4,4,4,4
MILWAUKEE|86700|4,4,4,4,4,4,4
MILWAUKEE|86700|5,4,4,4,4,4,4
MILWAUKEE|86700|6,4,4,4,4,4,4
MILWAUKEE|86700|7,4,4,4,4,4,4
MILWAUKEE|86700|8,4,4,4,4,4,4
MILWAUKEE|86700|9,4,4,4,4,4,4
MILWAUKEE|86700|10,4,4,4,4,4,4
MILWAUKEE|86700|11,4,4,4,4,4,4
MILWAUKEE|86700|12,4,4,4,4,4,4
MONROE|475|1,3,3,3,3,3,3
MONROE|2025|1,3,3,3,3,3,3
MONROE|2025|2,3,3,3,3,3,3
MONROE|2025|3,3,3,3,3,3,3
MONROE|11625|1,7,7,3,7,3,3
MONROE|12950|1,3,3,3,3,3,3
MONROE|12950|2,3,3,3,3,3,3
MONROE|12950|3,3,3,3,3,3,3
MONROE|15550|1,3,3,3,3,3,3
MONROE|29450|1,3,3,3,3,3,3
MONROE|30325|1,3,3,3,3,3,3
MONROE|31225|1,3,3,3,3,3,3
MONROE|31225|2,3,3,3,3,3,3
MONROE|37950|1,3,3,3,3,3,3
MONROE|39150|1,3,3,3,3,3,3
MONROE|40925|1,3,3,3,3,3,3
MONROE|40925|2,3,3,3,3,3,3
MONROE|41000|1,7,7,3,7,3,3
MONROE|41000|2,7,7,3,7,3,3
MONROE|41000|3,7,7,3,7,3,3
MONROE|41000|4,3,7,3,3,3,3
MONROE|41000|5,3,3,3,3,3,3
MONROE|41000|6,3,7,3,3,3,3
MONROE|43475|1,3,3,3,3,3,3
MONROE|43475|2,3,3,3,3,3,3
MONROE|44450|1,7,7,3,7,3,3
MONROE|44975|1,3,3,3,3,3,3
MONROE|44975|2,3,3,3,3,3,3
MONROE|50800|1,3,3,3,3,3,3
MONROE|56950|1,3,3,3,3,3,3
MONROE|58575|1,3,3,3,3,3,3
MONROE|58850|1,3,3,3,3,3,3
MONROE|58875|1,3,3,3,3,3,3
MONROE|60075|2,3,3,3,3,3,3
MONROE|64425|1,3,3,3,3,3,3
MONROE|67850|1,3,3,3,3,3,3
MONROE|68900|2,3,3,3,3,3,3
MONROE|72325|1,7,7,3,7,3,3
MONROE|73150|1,3,3,3,3,3,3
MONROE|75325|1,3,3,3,3,3,3
MONROE|75325|2,3,3,3,3,3,3
MONROE|75325|3,3,3,3,3,3,3
MONROE|75325|4,3,3,3,3,3,3
MONROE|75325|5,3,3,3,3,3,3
MONROE|75325|6,3,3,3,3,3,3
MONROE|75325|7,3,3,3,3,3,3
MONROE|75325|8,3,3,3,3,3,3
MONROE|75325|9,3,3,3,3,3,3
MONROE|75325|10,3,3,3,3,3,3
MONROE|75325|11,3,3,3,3,3,3
MONROE|75325|12,3,3,3,3,3,3
MONROE|75325|13,3,3,3,3,3,3
MONROE|75325|14,3,3,3,3,3,3
MONROE|75325|15,3,3,3,3,3,3
MONROE|75325|16,3,3,3,3,3,3
MONROE|75325|17,3,3,3,3,3,3
MONROE|75325|18,3,3,3,3,3,3
MONROE|75325|19,3,3,3,3,3,3
MONROE|75325|20,3,3,3,3,3,3
MONROE|75325|21,3,3,3,3,3,3
MONROE|75325|22,3,3,3,3,3,3
MONROE|75325|23,3,3,3,3,3,3
MONROE|75350|1,3,3,3,3,3,3
MONROE|75350|2,3,3,3,3,3,3
MONROE|75350|3,3,3,3,3,3,3
MONROE|75350|4,3,3,3,3,3,3
MONROE|75350|5,3,3,3,3,3,3
MONROE|75350|6,3,3,3,3,3,3
MONROE|75350|9,3,3,3,3,3,3
MONROE|75350|17,3,3,3,3,3,3
MONROE|80075|1,3,3,3,3,3,3
MONROE|80075|2,3,3,3,3,3,3
MONROE|80075|3,3,3,3,3,3,3
MONROE|80075|4,3,3,3,3,3,3
MONROE|80075|5,3,3,3,3,3,3
MONROE|80075|6,3,3,3,3,3,3
MONROE|80075|7,3,3,3,3,3,3
MONROE|80075|8,3,3,3,3,3,3
MONROE|80075|9,3,3,3,3,3,3
MONROE|80075|10,3,3,3,3,3,3
MONROE|80075|11,3,3,3,3,3,3
MONROE|80075|12,3,3,3,3,3,3
MONROE|80075|13,3,3,3,3,3,3
MONROE|80075|14,3,3,3,3,3,3
MONROE|80075|15,3,3,3,3,3,3
MONROE|80075|16,3,3,3,3,3,3
MONROE|80075|17,3,3,3,3,3,3
MONROE|80075|19,3,3,3,3,3,3
MONROE|80075|20,3,3,3,3,3,3
MONROE|80075|21,3,3,3,3,3,3
MONROE|80075|22,3,3,3,3,3,3
MONROE|80075|23,3,3,3,3,3,3
MONROE|80075|24,7,3,3,7,3,3
MONROE|80075|25,7,7,3,7,3,3
MONROE|80100|1,3,3,3,3,3,3
MONROE|80100|2,3,3,3,3,3,3
MONROE|83450|1,7,7,3,7,3,3
MONROE|85125|1,3,3,3,3,3,3
MONROE|85125|2,3,3,3,3,3,3
MONROE|85150|1,3,3,3,3,3,3
MONROE|87525|1,3,3,3,3,3,3
MONROE|87550|1,3,3,3,3,3,3
MONROE|87550|2,3,3,3,3,3,3
MONROE|87550|3,3,3,3,3,3,3
MONROE|87550|4,3,3,3,3,3,3
MONROE|87550|5,3,3,3,3,3,3
MONROE|89275|1,7,7,3,7,3,3
OCONTO|175|1,8,8,8,8,8,8
OCONTO|175|2,8,8,8,8,8,8
OCONTO|175|3,8,8,8,8,8,8
OCONTO|4275|1,8,8,8,8,8,8
OCONTO|9375|1,8,8,8,8,8,8
OCONTO|9375|2,8,8,8,8,8,8
OCONTO|9375|3,8,8,8,8,8,8
OCONTO|9425|1,8,8,8,8,8,8
OCONTO|14125|1,8,8,8,8,8,8
OCONTO|14125|2,8,8,8,8,8,8
OCONTO|14125|3,8,8,8,8,8,8
OCONTO|14125|4,8,8,8,8,8,8
OCONTO|14125|5,8,8,8,8,8,8
OCONTO|20475|1,8,8,8,8,8,8
OCONTO|29050|1,8,8,8,8,8,8
OCONTO|29050|2,8,8,8,8,8,8
OCONTO|29050|3,8,8,8,8,8,8
OCONTO|29075|1,8,8,8,8,8,8
OCONTO|29075|2,8,8,8,8,8,8
OCONTO|35925|1,8,8,8,8,8,8
OCONTO|35925|2,8,8,8,8,8,8
OCONTO|42075|1,8,8,8,8,8,8
OCONTO|43325|1,8,8,8,8,8,8
OCONTO|43350|1,8,8,8,8,8,8
OCONTO|45175|1,8,8,8,8,8,8
OCONTO|45175|2,8,8,8,8,8,8
OCONTO|45275|1,8,8,8,8,8,8
OCONTO|45275|2,8,8,8,8,8,8
OCONTO|45275|3,8,8,8,8,8,8
OCONTO|45275|4,8,8,8,8,8,8
OCONTO|45275|5,8,8,8,8,8,8
OCONTO|45275|6,8,8,8,8,8,8
OCONTO|45275|7,8,8,8,8,8,8
OCONTO|45275|8,8,8,8,8,8,8
OCONTO|49000|1,8,8,8,8,8,8
OCONTO|54200|1,8,8,8,8,8,8
OCONTO|54200|2,8,8,8,8,8,8
OCONTO|54630|1,8,8,8,8,8,8
OCONTO|59350|1,8,8,8,8,8,8
OCONTO|59350|2,8,8,8,8,8,8
OCONTO|59350|3,8,8,8,8,8,8
OCONTO|59350|4,8,8,8,8,8,8
OCONTO|59350|5,8,8,8,8,8,8
OCONTO|59350|6,8,8,8,8,8,8
OCONTO|59350|7,8,8,8,8,8,8
OCONTO|59375|1,8,8,8,8,8,8
OCONTO|59375|2,8,8,8,8,8,8
OCONTO|59375|3,8,8,8,8,8,8
OCONTO|59400|1,8,8,8,8,8,8
OCONTO|59400|2,8,8,8,8,8,8
OCONTO|59400|3,8,8,8,8,8,8
OCONTO|59400|4,8,8,8,8,8,8
OCONTO|59400|5,8,8,8,8,8,8
OCONTO|59400|6,8,8,8,8,8,8
OCONTO|59425|1,8,8,8,8,8,8
OCONTO|59425|2,8,8,8,8,8,8
OCONTO|61900|1,8,8,8,8,8,8
OCONTO|61900|2,8,8,8,8,8,8
OCONTO|65675|5,8,8,8,8,8,8
OCONTO|68400|1,8,8,8,8,8,8
OCONTO|68400|2,8,8,8,8,8,8
OCONTO|76450|1,8,8,8,8,8,8
OCONTO|76450|2,8,8,8,8,8,8
OCONTO|77300|1,8,8,8,8,8,8
OCONTO|77300|2,8,8,8,8,8,8
OCONTO|78725|1,8,8,8,8,8,8
OCONTO|80325|1,8,8,8,8,8,8
OCONTO|81475|1,8,8,8,8,8,8
ONEIDA|13025|1,7,7,7,7,7,7
ONEIDA|13025|2,7,7,7,7,7,7
ONEIDA|17625|1,7,7,7,7,7,7
ONEIDA|17625|2,7,7,7,7,7,7
ONEIDA|17625|3,7,7,7,7,7,7
ONEIDA|24125|1,7,7,7,7,7,7
ONEIDA|33575|1,7,7,7,7,7,7
ONEIDA|33575|2,7,7,7,7,7,7
ONEIDA|41887|1,7,7,7,7,7,7
ONEIDA|41887|2,7,7,7,7,7,7
ONEIDA|45150|1,7,7,7,7,7,7
ONEIDA|46650|1,7,7,7,7,7,7
ONEIDA|53225|1,7,7,7,7,7,7
ONEIDA|53225|2,7,7,7,7,7,7
ONEIDA|53225|3,7,7,7,7,7,7
ONEIDA|53225|4,7,7,7,7,7,7
ONEIDA|53225|5,7,7,7,7,7,7
ONEIDA|53225|6,7,7,7,7,7,7
ONEIDA|53225|7,7,7,7,7,7,7
ONEIDA|53662|1,7,7,7,7,7,7
ONEIDA|56425|1,7,7,7,7,7,7
ONEIDA|56425|2,7,7,7,7,7,7
ONEIDA|56425|3,7,7,7,7,7,7
ONEIDA|56425|4,7,7,7,7,7,7
ONEIDA|57450|1,7,7,7,7,7,7
ONEIDA|57450|2,7,7,7,7,7,7
ONEIDA|61625|1,7,7,7,7,7,7
ONEIDA|61625|2,7,7,7,7,7,7
ONEIDA|61625|3,7,7,7,7,7,7
ONEIDA|61625|4,7,7,7,7,7,7
ONEIDA|62600|1,7,7,7,7,7,7
ONEIDA|62925|1,7,7,7,7,7,7
ONEIDA|62925|2,7,7,7,7,7,7
ONEIDA|62925|3,7,7,7,7,7,7
ONEIDA|62925|4,7,7,7,7,7,7
ONEIDA|67200|1,7,7,7,7,7,7
ONEIDA|67200|2,7,7,7,7,7,7
ONEIDA|67200|3,7,7,7,7,7,7
ONEIDA|67200|4,7,7,7,7,7,7
ONEIDA|67200|5,7,7,7,7,7,7
ONEIDA|67200|6,7,7,7,7,7,7
ONEIDA|67200|7,7,7,7,7,7,7
ONEIDA|67200|8,7,7,7,7,7,7
ONEIDA|67200|9,7,7,7,7,7,7
ONEIDA|67200|10,7,7,7,7,7,7
ONEIDA|67200|11,7,7,7,7,7,7
ONEIDA|67200|12,7,7,7,7,7,7
ONEIDA|67200|13,7,7,7,7,7,7
ONEIDA|67200|14,7,7,7,7,7,7
ONEIDA|72125|1,7,7,7,7,7,7
ONEIDA|76975|1,7,7,7,7,7,7
ONEIDA|76975|2,7,7,7,7,7,7
ONEIDA|78075|1,7,7,7,7,7,7
ONEIDA|78075|2,7,7,7,7,7,7
ONEIDA|79700|1,7,7,7,7,7,7
ONEIDA|79700|2,7,7,7,7,7,7
ONEIDA|79700|3,7,7,7,7,7,7
ONEIDA|79700|4,7,7,7,7,7,7
ONEIDA|88625|1,7,7,7,7,7,7
ONEIDA|88950|1,7,7,7,7,7,7
ONEIDA|88950|2,7,7,7,7,7,7
ONEIDA|88950|3,7,7,7,7,7,7
OUTAGAMIE|2375|1,8,8,8,8,8,6
OUTAGAMIE|2375|2,8,8,8,8,8,6
OUTAGAMIE|2375|3,8,8,8,8,8,6
OUTAGAMIE|2375|4,8,8,8,8,8,6
OUTAGAMIE|2375|5,8,8,8,8,8,6
OUTAGAMIE|2375|6,8,8,8,8,8,6
OUTAGAMIE|2375|7,8,8,8,8,8,6
OUTAGAMIE|2375|8,8,8,8,8,8,6
OUTAGAMIE|2375|9,8,8,8,8,8,6
OUTAGAMIE|2375|10,8,8,8,8,8,6
OUTAGAMIE|2375|11,8,8,8,8,8,6
